test_start,test_end,stock_a,stock_b,sector,cluster,correlation,cointegration_pvalue,spread_adf_pvalue,half_life,pair_score,Total Return,CAGR,Annualized Volatility,Sharpe,Max Drawdown,Win Rate
2022-01-07,2022-07-11,HDFCBANK,KOTAKBANK,BANKING,2,0.6136838105458418,0.02619129572230987,0.00620034329387552,8.792508599020195,-0.3090199954215204,-0.1946848362173269,-0.430222671798289,0.2845844635660959,-1.8323024601152,-0.2761315943880698,0.13402061855670103
2022-04-11,2022-10-12,HCLTECH,TECHM,IT,0,0.602515445851519,0.07104146158642279,0.020694329461332775,16.88907370889486,0.3077636325746044,0.06729510597551891,0.18435371921277488,0.08797710264247546,1.9673064219575516,-0.04186749409995616,0.20618556701030927
2022-04-11,2022-10-12,JSWSTEEL,TATASTEEL,METALS,1,0.8221036709128676,0.01518064009512729,0.0034164941195757594,7.31647073866623,-0.606377202376192,-0.5978957145482229,-0.90622298152197,0.7686647962802684,-2.6279012773644244,-0.6288593882155464,0.25773195876288657
2022-07-12,2023-01-11,HCLTECH,TCS,IT,0,0.6354086053437833,0.05338981606278302,0.014714463933891917,8.6569051487147,-0.030505155888571334,0.06978092154100612,0.19153335486766698,0.0613866532899343,2.885898478157366,-0.014985192771765576,0.16494845360824742
2022-07-12,2023-01-11,JSWSTEEL,TATASTEEL,METALS,4,0.8593868369669009,0.001625525642420425,0.0002781876814662802,14.090938108102725,-0.7604782553362432,-0.4464631826450387,-0.7848652694207341,1.2127341276545778,-0.6185883943267021,-0.7432701383593101,0.1958762886597938
2022-10-13,2023-04-18,HCLTECH,WIPRO,IT,2,0.7014365747220073,0.011044167333831567,0.0023377304929575074,8.330064400465636,-0.5505829979141317,-0.3298541191413198,-0.6464924202587106,0.6985659328711186,-1.1332155214670907,-0.44161973511345487,0.16494845360824742
2022-10-13,2023-04-18,HDFCBANK,KOTAKBANK,BANKING,2,0.6397623451061615,0.02709902983607368,0.006569034595344145,11.126334453466791,-0.3265382538900565,0.10122738174499535,0.28467673567118323,0.15115529205052392,1.7327336787468137,-0.06564984001516849,0.18556701030927836
2022-10-13,2023-04-18,ICICIBANK,SBIN,BANKING,2,0.6494217440096746,0.05015020719700017,0.013688983753923387,7.9779040920152635,-0.06641080261820803,0.021293285787560734,0.05626374312614146,0.13212330891730428,0.4798409154436301,-0.07662602457193757,0.25773195876288657
2023-01-12,2023-07-18,TCS,WIPRO,IT,4,0.6907921091870645,0.08973021287218325,0.02764372401665958,9.597780491116492,0.29748558176241685,-0.43517714410888075,-0.7732833564971313,0.7376181897834428,-1.6174858294423582,-0.5756271268888461,0.15463917525773196
2023-04-19,2023-10-18,TECHM,WIPRO,IT,0,0.6800589060835583,0.08700574100662378,0.02618230234983853,13.654251777572217,0.34163044658363945,-0.49951929667284656,-0.8344127486943418,0.9575564669007381,-1.320194718238559,-0.6590663580347043,0.21649484536082475
2023-04-19,2023-10-18,HINDALCO,TATASTEEL,METALS,2,0.7649163471685091,0.0013040154867195544,0.0002171957682348741,5.37770322478811,-0.6587786694923712,0.18580375046078368,0.5569717302368555,0.3462127217502176,1.4465023904490075,-0.13289018010354448,0.20618556701030927
2023-04-19,2023-10-18,HINDALCO,JSWSTEEL,METALS,2,0.684968644373475,0.007085992793442346,0.0013978795175546978,10.291145936563954,-0.6040921591551085,0.00398694635229524,0.010390860565055782,0.07821146971757587,0.1706992176671823,-0.038385841785292585,0.14432989690721648
2023-04-19,2023-10-18,TATASTEEL,VEDL,METALS,2,0.6632285035073421,0.08781843875130896,0.026900966734944798,9.641273869972213,0.3028333068111376,0.02728818211468953,0.07244703157168408,0.10735241085562153,0.7049490262254048,-0.06350333705480993,0.15463917525773196
2024-04-29,2024-10-29,HCLTECH,TCS,IT,0,0.6490391225223248,0.07928207752015809,0.023695291331315475,9.128234300246438,0.23230284066827375,-0.032192177682648815,-0.08149603902424252,0.10910075479532194,-0.7253106656687136,-0.08271815031007446,0.20618556701030927
2024-07-31,2025-01-29,HINDALCO,JSWSTEEL,METALS,2,0.6029758983880863,0.06775369848459827,0.019287553956319856,7.753291419609654,0.17735791993466293,0.007152256683101044,0.018687452257832637,0.1530950444104802,0.19659128781552992,-0.07554787068161761,0.1958762886597938
2024-10-30,2025-05-06,HINDALCO,JSWSTEEL,METALS,1,0.6072673024962622,0.0650165243005363,0.01869415390891512,6.2196380086885545,0.17458764206207505,0.046325500950125775,0.12484622708498017,0.11607061101260889,1.0709981901842185,-0.053020127909154335,0.16494845360824742
2025-05-07,2025-11-04,HCLTECH,TECHM,IT,4,0.6617959530963762,0.0314472153459133,0.007888747874129723,5.937348056922433,-0.2424045171533027,0.09856786346348478,0.2766320283848498,0.11985644121492543,2.097545311960478,-0.04115037831751189,0.21649484536082475
2025-08-04,2026-02-04,HCLTECH,TECHM,IT,2,0.6882515751257565,0.09088654520913875,0.028039209480126285,9.014921181173808,0.32443308178253366,-0.016704027009186828,-0.04281879696336233,0.1194452460291808,-0.30670280331319855,-0.056545219231818766,0.15463917525773196
