entry_date,exit_date,stock_a,stock_b,direction,entry_z,exit_z,entry_spread,exit_spread,holding_days,entry_price_a,entry_price_b,exit_price_a,exit_price_b,gross_trade_return,net_trade_return,exit_reason,test_start,test_end
2025-01-28,2025-02-19,HINDALCO,JSWSTEEL,LONG_SPREAD,-2.7911384037900535,0.4409056599631984,-244.3588045888206,377.8427380003229,18,569.6723022460938,913.6896362304688,621.740478515625,974.7252197265624,0.0746850860539467,0.0726850860539467,MEAN_REVERSION_EXIT,2024-10-30,2025-05-06
2025-02-28,2025-03-24,HINDALCO,JSWSTEEL,LONG_SPREAD,-2.544774544421599,-0.34607392972123113,138.95302224564142,-442.26603925934546,16,629.7318115234375,948.1467895507812,696.3930053710938,1058.4996337890625,-0.019345424524546545,-0.021345424524546547,MEAN_REVERSION_EXIT,2024-10-30,2025-05-06
2025-07-15,2025-08-01,HCLTECH,TECHM,LONG_SPREAD,-3.651814178293857,-0.4292075150921169,292.6002845244932,-291.5574237918788,14,1530.824951171875,1562.638427734375,1430.2373046875,1423.8912353515625,0.041658731083466405,0.0396587310834664,MEAN_REVERSION_EXIT,2025-05-07,2025-11-04
2025-08-21,2025-09-18,HCLTECH,TECHM,SHORT_SPREAD,2.460863034510178,0.39817863676745263,150.94543712284872,761.2984272505241,20,1471.0140380859375,1505.536376953125,1471.3094482421875,1534.631591796875,0.00874028579788154,0.006740285797881541,MEAN_REVERSION_EXIT,2025-05-07,2025-11-04
2025-09-29,2025-10-09,HCLTECH,TECHM,LONG_SPREAD,-2.3432604689809517,-0.11134846048909441,435.161625952893,599.0958502001354,8,1366.5113525390625,1396.082275390625,1464.119384765625,1451.403076171875,0.047812031304924424,0.04581203130492442,MEAN_REVERSION_EXIT,2025-05-07,2025-11-04
2025-11-03,2025-11-04,HCLTECH,TECHM,LONG_SPREAD,-2.1271672015740086,-3.631934432604616,386.60237766885007,-190.67144821780903,2,1532.3990478515625,1419.800048828125,1518.1025390625,1409.199951171875,-0.00027644958970615,-0.00227644958970615,ZSCORE_STOP,2025-05-07,2025-11-04
2025-11-03,2025-11-04,HCLTECH,TECHM,LONG_SPREAD,-2.127167201573997,-3.6319344326046084,386.60237766885007,-190.67144821780903,2,1532.3990478515625,1419.800048828125,1518.1025390625,1409.199951171875,-0.00027644958970615,-0.00227644958970615,ZSCORE_STOP,2025-08-04,2026-02-04
2025-11-06,2025-11-14,HCLTECH,TECHM,LONG_SPREAD,-3.355656893972246,0.13710614645620897,-646.2900999765579,434.7340078300922,7,1515.4219970703125,1413.5999755859375,1583.1314697265625,1439.199951171875,0.030229734584212402,0.0282297345842124,MEAN_REVERSION_EXIT,2025-08-04,2026-02-04
2025-11-18,2025-11-25,HCLTECH,TECHM,SHORT_SPREAD,2.06488524958302,0.37041476612888513,1455.4807445678043,773.56578352952,6,1583.7271728515625,1422.0,1589.584716796875,1494.699951171875,0.024212761807776022,0.022212761807776024,MEAN_REVERSION_EXIT,2025-08-04,2026-02-04
2025-12-19,2026-01-16,HCLTECH,TECHM,SHORT_SPREAD,2.1290272905032364,0.8295343546724504,893.0645875127251,1540.5839892036886,20,1630.5877685546875,1612.5,1698.0,1670.5,-0.03795282801370732,-0.03995282801370732,TIME_STOP,2025-08-04,2026-02-04
